,0,1,2
119,0.0001549118734363244,0.00016289418205722362,0.00010960892660172358
120,0.00015101423296976537,0.00015761306578898797,0.00011222480218051088
121,0.0001461101443419883,0.00015175644598806588,0.00011533035483643001
122,0.00014027243573654734,0.00014663970010381878,0.00011884989537380609
123,0.00013688468659495858,0.00014103894913889241,0.0001223577967023829
124,0.00013376155769190875,0.0001359396962969315,0.00012559180745857983
125,0.00012888237435474726,0.00013211618090456901,0.0001283296350296399
126,0.00012551222272659028,0.00012881886000128815,0.0001306950482699911
127,0.00012460950999601729,0.0001265778618600597,0.00013223732715293474
128,0.00012584273963759702,0.0001251942947789409,0.0001325678949292405
129,0.00012944326122038205,0.00012513311823774672,0.0001323529426896047
130,0.00013418068866715772,0.00012675273099091363,0.00013221449634680268
131,0.0001389943136074115,0.00013122665204620993,0.00013207849363512411
132,0.00014441797688759063,0.0001369674416468669,0.00013203005193992425
133,0.00015081976156712648,0.00014264144374902919,0.000132077306922238
134,0.0001589889033423583,0.0001496207803070658,0.0001319543708073875
135,0.00016875712269400107,0.000155877988347142,0.0001318812301079602
136,0.0001803658253807849,0.00016130874357193624,0.00013173318575412948
137,0.00019625994491094341,0.00016946108937729033,0.00013124418714081546
138,0.0002139487818517698,0.00017852290196117428,0.0001308477159111355
139,0.0002324587609355806,0.00018852820701077493,0.00013029744944741055
140,0.0002514607227397083,0.00020134605686370524,0.00012950300748332613
141,0.0002717077979482931,0.0002150038148633523,0.00012932139943758208
142,0.0002938346729375056,0.00022842155638765034,0.00012997331069170915
143,0.000314668792577416,0.00024183489301441888,0.00013124701316199864
144,0.0003311138717036891,0.0002563112078232895,0.0001332052395216251
145,0.00034286289830506774,0.0002723999193610447,0.00013568593431680868
146,0.0003530954159205485,0.00028903430239696193,0.00013840215924334782
147,0.00036466299443604813,0.0003018451105137774,0.0001413791951931551
148,0.00037706943099701396,0.00030950255346083404,0.0001447622750108577
149,0.0,0.0,0.0
150,0.0,0.0,0.0
151,0.0,0.0,0.0
152,0.0,0.0,0.0
153,0.0,0.0,0.0
154,0.0,0.0,0.0
155,0.0,0.0,0.0
156,0.0,0.0,0.0
157,0.0,0.0,0.0
158,0.0,0.0,0.0
159,0.0,0.0,0.0
160,0.0,0.0,0.0
161,0.0,0.0,0.0
162,0.0,0.0,0.0
163,0.0,0.0,0.0
164,0.0,0.0,0.0
165,0.0,0.0,0.0
166,0.0,0.0,0.0
167,0.0,0.0,0.0
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,0.0,0.0,0.0
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.05888578722580075,0.009074086928122492,0.000831467560192407
190,0.0,0.0,0.0
191,0.0,0.0,0.0
192,0.0,0.0,0.0
193,0.0,0.0,0.0
194,0.0,0.0,0.0
195,0.0,0.0,0.0
196,0.0,0.0,0.0
197,0.0,0.0,0.0
198,0.0,0.0,0.0
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,0.0,0.0,0.0
202,0.0,0.0,0.0
203,0.0,0.0,0.0
204,0.0,0.0,0.0
205,0.0,0.0,0.0
206,0.0,0.0,0.0
207,0.0,0.0,0.0
208,0.0,0.0,0.0
209,0.0,0.0,0.0
210,0.0,0.0,0.0
211,0.0,0.0,0.0
212,0.0,0.0,0.0
213,0.0,0.0,0.0
214,0.0,0.0,0.0
215,0.0,0.0,0.0
216,0.0,0.0,0.0
217,0.0,0.0,0.0
218,0.0,0.0,0.0
219,0.0,0.0,0.0
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,0.0,0.0,0.0
223,0.0,0.0,0.0
224,0.0,0.0,0.0
225,0.0,0.0,0.0
226,0.0,0.0,0.0
227,0.0,0.0,0.0
228,0.0,0.0,0.0
229,0.0,0.0,0.0
230,0.0,0.0,0.0
231,0.0,0.0,0.0
232,0.0,0.0,0.0
233,0.0,0.0,0.0
234,0.0,0.0,0.0
235,0.0,0.0,0.0
236,0.0,0.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
239,0.0,0.0,0.0
240,0.0,0.0,0.0
241,0.0,0.0,0.0
242,0.0,0.0,0.0
243,0.0,0.0,0.0
244,0.0,0.0,0.0
245,0.0,0.0,0.0
246,0.0,0.0,0.0
247,0.0,0.0,0.0
248,0.0,0.0,0.0
249,0.0,0.0,0.0
250,0.0,0.0,0.0
251,0.0,0.0,0.0
252,0.0,0.0,0.0
253,0.0,0.0,0.0
254,0.0,0.0,0.0
255,0.0,0.0,0.0
256,0.0,0.0,0.0
257,0.0,0.0,0.0
258,0.0,0.0,0.0
259,0.0,0.0,0.0
260,0.0,0.0,0.0
261,0.0,0.0,0.0
262,0.0,0.0,0.0
263,0.0,0.0,0.0
264,0.0,0.0,0.0
265,0.0,0.0,0.0
266,0.0,0.0,0.0
267,0.0,0.0,0.0
268,0.0,0.0,0.0
269,0.0,0.0,0.0
270,0.0,0.0,0.0
271,-0.006950072656971787,0.007642194925294781,0.001109869773766236
272,-0.002746681788911364,0.003971538375042325,0.0006546799758520216
273,-0.001264226857814489,0.0026888995759191724,0.0005481430101251573
274,-0.0008343047636149497,0.0018834281625362025,0.0005799510314834995
275,-0.0007052329512967976,0.0014422901585848873,0.000626064083138868
276,-0.0006059358201751929,0.0013343419768108969,0.0006390387671770961
277,-0.0005900341061426324,0.0012989775645485919,0.0006536945872153081
278,-0.0006103771530180177,0.0012307457520446252,0.0006749727019012404
279,-0.0005867755805351063,0.001118611370470635,0.0006864979268766501
280,-0.0005650794757557647,0.000984748029597616,0.0006961841647643932
281,-0.0005507240781907985,0.0008675479257511236,0.0007053144852019705
282,-0.0005363987153680997,0.0007491306172251419,0.0007138899017536031
283,-0.0005277089732278989,0.0006373928299084595,0.0007226406297566685
284,-0.0005186350984432316,0.0005530519181415577,0.0007295146251591219
285,-0.0004997510129271692,0.000474450749372841,0.0007343808166948097
286,-0.00047673376638632063,0.00039724366974411784,0.0007382607069011345
287,-0.00046133695279181784,0.0003324901704113129,0.0007399509590469308
288,-0.00044615897631619433,0.0002844186848614142,0.0007359694560053684
289,-0.00042375966168199273,0.00024572751198873114,0.00072577552663795
290,-0.00039423419717792387,0.00020486033092013988,0.0007140526447939065
291,-0.00035881803818970103,0.00017228045887256383,0.000701938329045388
292,-0.00032300341180653205,0.00015024134618785972,0.0006888511465387566
293,-0.00029167164976439644,0.0001319802262999131,0.0006761261413974081
294,-0.0002642440859803894,0.00011739101311973848,0.0006654426636138601
295,-0.00023883238307184854,0.00010808511249493462,0.0006579835762691232
296,-0.00022102672245511974,0.0001043413054199097,0.0006528806670925849
297,-0.00021348584486010117,0.00010716493168669078,0.0006496166660493315
298,-0.00021037420571426717,0.00010815745348450609,0.0006464666250402987
299,-0.00020419935785506198,0.00010090697408783868,0.0006402267629607025
300,-0.00019646359530825876,9.198019598418496e-05,0.000633976213592297
301,-0.00018986288664454024,8.869312317669293e-05,0.0006296059123107506
302,-0.00018573837260323704,9.387730693117172e-05,0.00062943928369257
303,-0.00018070228514440752,9.661934095302752e-05,0.00062937532578958
304,-0.00017162158925921212,9.17050831527765e-05,0.000623844465429767
305,-0.0001555921948012542,7.940275746963534e-05,0.0006117016244251522
306,-0.00013190147702882646,6.348785873523683e-05,0.0005943085023615266
307,-0.00011163275200588469,5.2211951876497456e-05,0.0005797849060029
308,-9.646375864031021e-05,4.706168601728257e-05,0.0005673348771156689
309,-8.355291624453706e-05,4.5805082396261986e-05,0.00055382179008304
310,-7.237310072725963e-05,4.4018653546341134e-05,0.0005407094684555635
311,-5.975764747719419e-05,4.251074490459616e-05,0.0005297488819251278
312,-4.5993733517791895e-05,4.268988171452781e-05,0.0005202177042100808
313,-3.41108697360039e-05,4.211987468633578e-05,0.0005086576005940668
314,-2.2916256261505067e-05,3.9495593164986476e-05,0.0004941971090517841
315,-1.1221991098240728e-05,3.794089086595102e-05,0.0004810113438832677
316,9.574069077089142e-07,4.0062855573451615e-05,0.00047047939269646643
317,1.579513734238381e-05,4.361518723304581e-05,0.000458825268408364
318,3.316991138032458e-05,4.6585473452453365e-05,0.00044570350407729806
319,5.205820142823594e-05,5.000703419706007e-05,0.0004318471751189112
320,7.102933504229644e-05,5.386165265140798e-05,0.00041748125481166676
321,8.987124104230989e-05,5.8089298417566854e-05,0.0004036629105144485
322,0.00010994537916711653,6.2843044882598e-05,0.00039215125814310046
323,0.0001309650738233677,6.748694276638937e-05,0.0003844913530954367
324,0.0,0.0,0.0
325,0.0,0.0,0.0
326,0.0,0.0,0.0
327,0.0,0.0,0.0
328,0.0,0.0,0.0
329,0.0,0.0,0.0
330,0.0,0.0,0.0
331,0.0,0.0,0.0
332,0.0,0.0,0.0
333,0.0,0.0,0.0
334,0.0,0.0,0.0
335,0.0,0.0,0.0
336,0.0,0.0,0.0
337,0.0,0.0,0.0
338,0.0,0.0,0.0
339,0.0,0.0,0.0
340,0.0,0.0,0.0
341,0.0,0.0,0.0
342,0.0,0.0,0.0
343,0.0,0.0,0.0
344,0.0,0.0,0.0
345,0.0,0.0,0.0
346,0.0,0.0,0.0
347,0.0,0.0,0.0
348,0.0,0.0,0.0
349,0.0,0.0,0.0
350,0.0,0.0,0.0
351,0.0,0.0,0.0
352,0.0,0.0,0.0
353,0.0,0.0,0.0
354,0.0,0.0,0.0
355,0.0,0.0,0.0
356,0.0,0.0,0.0
357,0.0,0.0,0.0
358,0.0,0.0,0.0
359,0.0,0.0,0.0
360,0.0,0.0,0.0
361,0.0,0.0,0.0
362,0.03578719085854774,0.008532431815477302,0.011581764480679461
363,0.0,0.0,0.0
364,0.0,0.0,0.0
365,0.0,0.0,0.0
366,0.0,0.0,0.0
367,0.0,0.0,0.0
368,0.0,0.0,0.0
369,0.0,0.0,0.0
370,0.0,0.0,0.0
371,0.0,0.0,0.0
372,0.0,0.0,0.0
373,0.0,0.0,0.0
374,0.0,0.0,0.0
375,0.0,0.0,0.0
376,0.0,0.0,0.0
377,0.0,0.0,0.0
378,0.0,0.0,0.0
379,0.0,0.0,0.0
380,0.0,0.0,0.0
381,0.0,0.0,0.0
382,0.0,0.0,0.0
383,0.0,0.0,0.0
384,0.0,0.0,0.0
385,0.0,0.0,0.0
386,0.0,0.0,0.0
387,0.0,0.0,0.0
388,0.0,0.0,0.0
389,0.0,0.0,0.0
390,0.0,0.0,0.0
391,0.0,0.0,0.0
392,0.0,0.0,0.0
393,0.0,0.0,0.0
394,0.0,0.0,0.0
395,0.0,0.0,0.0
396,0.0,0.0,0.0
397,0.0,0.0,0.0
398,0.0,0.0,0.0
399,0.0,0.0,0.0
400,0.0,0.0,0.0
401,0.0,0.0,0.0
402,0.0,0.0,0.0
403,0.0,0.0,0.0
404,0.0,0.0,0.0
405,0.0,0.0,0.0
406,0.0,0.0,0.0
407,0.0,0.0,0.0
408,0.0,0.0,0.0
409,0.0,0.0,0.0
410,0.0,0.0,0.0
411,0.0,0.0,0.0
412,0.0,0.0,0.0
413,0.0,0.0,0.0
414,0.0,0.0,0.0
415,0.0,0.0,0.0
416,0.0,0.0,0.0
417,0.0,0.0,0.0
418,0.0,0.0,0.0
419,0.0,0.0,0.0
420,0.0,0.0,0.0
421,0.0,0.0,0.0
422,0.0,0.0,0.0
423,0.0,0.0,0.0
424,0.0,0.0,0.0
425,0.0,0.0,0.0
426,0.0,0.0,0.0
427,0.0,0.0,0.0
428,0.0,0.0,0.0
429,0.0,0.0,0.0
430,0.0,0.0,0.0
431,0.0,0.0,0.0
432,0.0,0.0,0.0
433,0.0,0.0,0.0
434,0.0,0.0,0.0
435,0.0,0.0,0.0
436,0.0,0.0,0.0
437,0.0,0.0,0.0
438,0.0,0.0,0.0
439,0.0011053332617773509,-0.0015716462826322755,-0.0015511394957616333
440,0.0005057147253893939,0.00012215694096108515,-0.0009148678150073122
441,-0.00015911412768610008,0.0009562980528378121,-0.0003131095477666489
442,-0.0001191036910237813,0.0014012733841167835,-6.961859013872402e-05
443,9.272434306245365e-05,0.001502607452209392,4.148168106841478e-05
444,9.929683640520523e-05,0.0012654967800093102,0.0001906677423631194
445,0.00012256035576335895,0.0010462005607652777,0.00028742075887245975
446,0.00019309034700739806,0.0009800003027280453,0.0003318019274532149
447,0.00014839592604229786,0.0008289177723101327,0.0004142505946852422
448,1.8318849439987177e-05,0.0006299323902436681,0.0005214944511565337
449,-6.973070580937995e-05,0.00052531154449947,0.000596271214300568
450,-0.00010657527874020723,0.0004453051990336824,0.0006437039822606088
451,-0.0001436682813515715,0.0003542433926761377,0.0006888334214561398
452,-0.0001786691641174724,0.00026992021936617024,0.0007271892910888849
453,-0.00019610847768435403,0.00018699920500269692,0.0007491388236915349
454,-0.00019521117641932786,0.0001184863895135738,0.0007576443112585395
455,-0.0001726460070945946,7.521762036190508e-05,0.0007569304953997743
456,-0.00013540785371313077,6.101110013515257e-05,0.0007481192077220015
457,-9.403751744310686e-05,6.349094253700781e-05,0.0007346926141301576
458,-5.343237796576311e-05,7.4281643515377e-05,0.0007241646412916335
459,-1.8805122572741203e-05,9.102794591227235e-05,0.0007137989196514539
460,1.0743658307357183e-05,0.00010375949039203681,0.0006973927327755148
461,3.732846886733324e-05,0.00010713522716264076,0.0006778613724070982
462,6.021455205606216e-05,0.00010104690967854853,0.0006566387764548268
463,7.813317758955887e-05,8.603633466507708e-05,0.0006367052539429924
464,9.369099186289765e-05,6.73791742957986e-05,0.0006208443498931705
465,0.00010225061653803532,5.184051342470291e-05,0.000610599760851986
466,0.0001023231983973373,3.9423047378756997e-05,0.0006044085172243626
467,0.00010194410070433858,2.613618027745236e-05,0.0005961086768182123
468,0.00010245201195140224,1.2152119571499896e-05,0.0005834635678163328
469,0.00010106280510585632,8.354825786626872e-07,0.0005709031136252866
470,9.942512782326854e-05,-3.95434508841415e-06,0.0005568609729871739
471,9.867973234302624e-05,-6.126120489729598e-06,0.0005418714084071793
472,9.727878737481022e-05,-7.931352327020727e-06,0.0005312857149698631
473,9.666350876066351e-05,-8.808014970932969e-06,0.0005211559469688272
474,0.00010155138029226813,-9.79247938504855e-06,0.000507659101896959
475,0.00011126367503873192,-1.0305641729502012e-05,0.0004943759136006702
476,0.0001246908989411058,-1.1130262539990528e-05,0.0004815080603585157
477,0.00013989673776046568,-1.1559091531553396e-05,0.0004668271725085936
478,0.0001520460925362793,-1.370968662937947e-05,0.0004507163242901124
479,0.0001577772833458788,-1.9643776116534733e-05,0.00044031913150382296
480,0.00015795673170800978,-2.7044203670846604e-05,0.0004366458739396
481,0.0001535546827656058,-3.432694861286042e-05,0.0004365443355831079
482,0.00014520659537977794,-3.9379930025152495e-05,0.00044039965992830526
483,0.00013630327447608734,-4.1568189550924604e-05,0.0004451882490077604
484,0.00013166577059319133,-3.9906442498961864e-05,0.0004461759022521433
485,0.00013288211134047348,-3.336030010638425e-05,0.00043950121899241146
486,0.00013661382812347637,-2.2629498694307352e-05,0.0004306002181938395
487,0.0001427932938639107,-9.467351331041377e-06,0.0004189365137701514
488,0.00015292386351451923,5.455411163562938e-06,0.0004009444479018397
489,0.00016608869178136402,2.279657498099437e-05,0.00038006770870907655
490,0.00018409524534096947,4.1120834034280305e-05,0.0003576193215894579
491,0.00020622424313396042,5.892480240972987e-05,0.00033536637087603754
492,0.0002294347247385502,7.303373838529207e-05,0.00031637378281209146
493,0.0,0.0,0.0
494,0.0,0.0,0.0
495,0.0,0.0,0.0
496,0.0,0.0,0.0
497,0.0,0.0,0.0
498,0.0,0.0,0.0
499,0.0,0.0,0.0
500,0.0,0.0,0.0
501,0.0,0.0,0.0
502,0.0,0.0,0.0
503,0.0,0.0,0.0
504,0.0,0.0,0.0
505,0.0,0.0,0.0
506,0.0,0.0,0.0
507,0.0,0.0,0.0
508,0.0,0.0,0.0
509,0.0,0.0,0.0
510,0.0,0.0,0.0
511,0.0,0.0,0.0
512,0.0,0.0,0.0
513,0.0,0.0,0.0
514,0.0,0.0,0.0
515,0.0,0.0,0.0
516,0.0,0.0,0.0
517,0.0,0.0,0.0
518,0.0,0.0,0.0
519,0.0,0.0,0.0
520,0.0,0.0,0.0
521,0.0,0.0,0.0
522,0.0,0.0,0.0
523,0.0,0.0,0.0
524,0.0,0.0,0.0
525,0.0,0.0,0.0
526,0.0,0.0,0.0
527,0.0,0.0,0.0
528,0.0,0.0,0.0
529,0.04125807286721663,0.010544249163936297,0.007731721967592305
530,0.0,0.0,0.0
531,0.0,0.0,0.0
532,0.0,0.0,0.0
533,0.0,0.0,0.0
534,0.0,0.0,0.0
535,0.0,0.0,0.0
536,0.0,0.0,0.0
537,0.0,0.0,0.0
538,0.0,0.0,0.0
539,0.0,0.0,0.0
540,0.0,0.0,0.0
541,0.0,0.0,0.0
542,0.0,0.0,0.0
543,0.0,0.0,0.0
544,0.0,0.0,0.0
545,0.0,0.0,0.0
546,0.0,0.0,0.0
547,0.0,0.0,0.0
548,0.0,0.0,0.0
549,0.0,0.0,0.0
550,0.0,0.0,0.0
551,0.0,0.0,0.0
552,0.0,0.0,0.0
553,0.0,0.0,0.0
554,0.0,0.0,0.0
555,0.0,0.0,0.0
556,0.0,0.0,0.0
557,0.0,0.0,0.0
558,0.0,0.0,0.0
559,0.0,0.0,0.0
560,0.0,0.0,0.0
561,0.0,0.0,0.0
562,0.0,0.0,0.0
563,0.0,0.0,0.0
564,0.0,0.0,0.0
565,0.0,0.0,0.0
566,0.0,0.0,0.0
567,0.0,0.0,0.0
568,0.0,0.0,0.0
569,0.0,0.0,0.0
570,0.0,0.0,0.0
571,0.0,0.0,0.0
572,0.0,0.0,0.0
573,0.0,0.0,0.0
574,0.0,0.0,0.0
575,0.0,0.0,0.0
576,0.0,0.0,0.0
577,0.0,0.0,0.0
578,0.11506670683782111,0.011571959655735712,-0.047904167680795515
579,0.0,0.0,0.0
580,0.0,0.0,0.0
581,0.0,0.0,0.0
582,0.0,0.0,0.0
583,0.0,0.0,0.0
584,0.0,0.0,0.0
585,0.0,0.0,0.0
586,0.0,0.0,0.0
587,0.0,0.0,0.0
588,0.0,0.0,0.0
589,0.0,0.0,0.0
590,0.0,0.0,0.0
591,0.0,0.0,0.0
592,0.0,0.0,0.0
593,0.0,0.0,0.0
594,0.0,0.0,0.0
595,0.0,0.0,0.0
596,0.0,0.0,0.0
597,0.0,0.0,0.0
598,0.0,0.0,0.0
599,0.0,0.0,0.0
600,0.0,0.0,0.0
601,0.0,0.0,0.0
602,0.0,0.0,0.0
603,0.0,0.0,0.0
604,0.0,0.0,0.0
605,-0.03555696109097141,-0.0038481163117083023,0.008559785939433321
606,-0.01839420344582905,-0.0019094047463586972,0.005135906862244592
607,-0.01110127882392596,-0.0010496176079284796,0.0037038500522505284
608,-0.007606544923685495,-0.0004070982680723604,0.003124863365163097
609,-0.005728583025127916,-0.00011701584548764294,0.0028630995079584496
610,-0.00449219982495626,7.392369185004613e-05,0.0026722681504287534
611,-0.0036131010971801264,0.00023616788087600207,0.002519587672946343
612,-0.002984419553844035,0.000297029942998137,0.0024019874030031148
